ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Political Ideology _1,Party Affiliation _1,Voting,G2-Timer_First Click,G2-Timer_Last Click,G2-Timer_Page Submit,G2-Timer_Click Count,g2-field-study,g2-field-work,g2q2_1,g2q2_2,g2q3a,g2q3b,g2q3c,g2p4_1,g2p4_2,G1-Timer_First Click,G1-Timer_Last Click,G1-Timer_Page Submit,G1-Timer_Click Count,G1_control,G1_republican,G1_democratic,G1_Q2_allgroups,G1_Q3_allgroups,G1_Q4_allgroups,G3-Timer_First Click,G3-Timer_Last Click,G3-Timer_Page Submit,G3-Timer_Click Count,g3q1_1,g3q1_2,g3q1_3,g3q3,g3q2-attention check,G5_timer_First Click,G5_timer_Last Click,G5_timer_Page Submit,G5_timer_Click Count,G5q1_trust_headline,G5q2_successful,G5q3_trust_platforms_1,G5q3_trust_platforms_2,G5q3_trust_platforms_3,G5q3_trust_platforms_4,G5q3_trust_platforms_5,G7_timer_First Click,G7_timer_Last Click,G7_timer_Page Submit,G7_timer_Click Count,G7Q1,G7Q2,G7Q3,G7Q4,G13-Timer_First Click,G13-Timer_Last Click,G13-Timer_Page Submit,G13-Timer_Click Count,G13_DV,G14_timer_First Click,G14_timer_Last Click,G14_timer_Page Submit,G14_timer_Click Count,G14_Axis1_IOcooperat,G14_Axis1_sovereignt,G14_Axis2_democracy,G14_Axis2_strongman,G14_Axis2_majority,G14_Axis2_constituti,Overall_ManipulCheck,Overall_ManipulCheck_DO,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,state,Create New Field or Choose From Dropdown...,FL_76_DO,Group2_Gender&AcademicCapability-FirstHalf_DO,Group1_CampaignFinance_DO,Group3_ImmigrantsOrigins_DO,Group5_MistrustSocialMedia_DO,Group7_JunkfoodAds_DO,Group13_AITrust_DO,Group14_Authoritarianism&AmericanRights_DO
R_3EOsSL9anRVUUIp,30.6032,-96.3136,anonymous,EN,0.899999976,Yes,Female,,1955,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"Less than $25,000",Texas,Suburban,,Somewhat Conservative,Republican,Republican candidate,2.439,65.152,68.397,4,None,Retired,Excellent,Excellent,,Natural brilliance,,Excellent,Excellent,11.964,57.693,69.822,6,Somewhat support,,,"Democrats, by a lot",5000,No,31.19,53.661,55.923,4,To a very great extent,To a very great extent,To a very great extent,"Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,21.673,60.063,63.358,9,Can't say,Unlikely,Unlikely,Unlikely,Unlikely,Very Unlikely,Very Unlikely,4.875,23.343,48.676,5,Yes,Healthy,I'd politely pass.,Disagree,55.815,55.815,57.737,1,Human alone,33.873,79.453,83.955,6,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Trust of social media platforms,6819a15b-9cf8-15dc-e368-467fa6320cdb,69,2,3,1,1,4,2,3,77845,,,Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance|Group13_AITrust|Group7_JunkfoodAds|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_33TbZlPlTMw5aSZ,39.2217,-81.7974,anonymous,EN,0.800000012,Yes,Male,,1956,White,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"$50,000-$74,999",Pennsylvania,Rural,,Somewhat Conservative,Democrat,Republican candidate,2.047,71.698,74.369,14,Agriculture ,Agriculture ,Excellent,Excellent,Natural brilliance,,,Good,Good,14.695,48.825,50.16,7,,Oppose,,"Democrats, by a little",100000000,Yes,2.676,59.912,60.998,13,To a very great extent,To a great extent,To a great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,5.001,64.69,65.801,19,Trust,Likely,Very Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,2.862,30.754,31.657,11,Yes,Moderate,I'd politely pass.,Neither Agree nor Disagree,7.945,13.915,17.456,4,Human assisted by AI,7.993,71.247,72.853,16,Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Trust of social media platforms|Evaluating a student's academic performance|Campaign finance or donation limit,6819a1b3-9a0b-71d7-e00e-cd9048bc4db1,68,1,9,1,1,6,1,1,15728,,,Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group1_CampaignFinance|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7fk2awY7GFTY47i,41.3126,-81.4401,anonymous,EN,1,Yes,Female,,1994,Asian,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$150,000 or more",Ohio,Suburban,,Moderate,Independent,I didn't vote in the last election,6.475,86.269,87.241,9,Human Resources Management ,Medical coding and billing ,Average,Average,,,Natural brilliance,Average,Average,9.186,44.427,46.117,9,Neither support or oppose,,,Both parties receive similar amounts,100,No,4.341,43.803,46.197,10,To a moderate extent,To a moderate extent,To a moderate extent,"Yes, I have friends who are immigrants.",I don't know / I don't remember,1.284,34.332,35.439,14,Can't say,Can't say,Uncertain/Undecided,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,6.575,73.678,74.638,11,Yes,Moderate,I'd probably say yes.,Strongly Agree,1.894,30.179,31.101,9,Human alone,5.457,19.247,20.086,12,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms,6819a1d2-b0e7-04dc-a29a-ffd30765f6ab,65,2,22,4,1,7,3,2,44502,,,Group5_MistrustSocialMedia|Group13_AITrust|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group7_JunkfoodAds|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5NRpIDXOUSxGLtL,40.7033,-73.8038,anonymous,EN,1,Yes,Female,,1982,Asian,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$50,000-$74,999",New York,Suburban,,Somewhat Liberal,Lean Democrat,Democratic candidate,2.056,53.572,54.057,4,Computer Science,Information Technology,Good,Excellent,,,Natural brilliance,Excellent,Good,12.378,31.061,31.909,4,,,Support,"Republicans, by a lot",2000000,No,20.842,32.881,34.062,6,To a somewhat great extent,To a very great extent,To a great extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,53.633,84.612,85.103,10,Distrust,Unlikely,Likely,Uncertain/Undecided,Uncertain/Undecided,Unlikely,Unlikely,41.532,53.376,54.126,4,Yes,Moderate,I'd politely pass.,Strongly Agree,24.813,25.763,26.607,2,AI assisted with Human,20.201,49.028,50.032,9,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court,6819a22b-1a3b-6632-c9ad-30e34234539f,65,2,10,10,1,6,1,1,11432,,,Group13_AITrust|Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7uQK6HJ4azdPiAS,44.9347,-93.0928,anonymous,EN,0.899999976,Yes,Female,,1964,White,Not Hispanic or Latino,"Some college, but no degree",Other,"$25,000-$49,999",Minnesota,Urban,,Somewhat Liberal,Strong Democrat,Democratic candidate,6.145,83.308,86.696,8,Marketing ,Advertisement Salespeople ,Excellent,Excellent,,,Natural brilliance,Average,Average,4.89,66.137,68.558,7,,,Neither support or oppose,"Republicans, by a lot",100000,No,2.868,42.782,44.801,9,To a great extent,To a great extent,To a great extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,11.793,56.865,61.151,12,Can't say,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,2.696,29.913,31.201,9,Yes,Moderate,I'd probably say yes.,Disagree,1.6,26.051,28.136,4,Human assisted by AI,5.087,40.652,43.575,12,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Campaign finance or donation limit,6819a167-5422-114f-2b42-11ee309a88fe,60,2,8,1,1,4,8,2,55418,,,Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group1_CampaignFinance|Group13_AITrust|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7DOFyrIJEZqaWci,40.0008,-76.7697,anonymous,EN,0.800000012,Yes,Female,,1997,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$25,000-$49,999",Pennsylvania,Suburban,,Somewhat Conservative,Lean Republican,Republican candidate,35.138,101.692,104.156,4,none,Manufacturing,Excellent,Excellent,,Natural brilliance,,Good,Good,21.309,125.646,134.038,8,,,Neither support or oppose,Both parties receive similar amounts,10000,No,20.174,48.815,79.308,5,To a great extent,To a somewhat great extent,To a very great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,22.086,41.274,48.141,7,Distrust,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,41.981,67.261,74.414,4,Yes,Moderate,I'd think about it.,Neither Agree nor Disagree,28.029,44.532,44.895,3,Human assisted by AI,36.134,118.332,139.991,7,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819a0d8-9c27-3bdb-aa9f-a86106b16ed7,27,2,7,1,1,2,6,1,17368,,,Group5_MistrustSocialMedia|Group7_JunkfoodAds|Group1_CampaignFinance|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group13_AITrust,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_71sDvAowfN8ojia,38.9683,-95.2695,anonymous,EN,1,Yes,Female,,1953,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"$50,000-$74,999",Kansas,Suburban,,Very Liberal,Strong Democrat,Democratic candidate,2.908,76.417,77.48,8,Psychology,"Retail Associate, retired",Good,Good,Natural brilliance,,,Good,Good,15.499,61.45,62.097,5,,Support,,"Republicans, by a lot",American Law,No,27.304,38.467,40.802,4,To a great extent,To a great extent,To a great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,16.192,37.002,38.384,9,Can't say,Unlikely,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,2.529,77.888,79.093,6,Yes,Moderate,I'd probably say yes.,Neither Agree nor Disagree,30.57,30.57,34.738,1,Human alone,11.396,61.247,64.204,8,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Campaign finance or donation limit,6819a151-7ba7-479d-d8e3-98f80bfe1102,71,2,10,1,1,4,8,2,66046,,,Group5_MistrustSocialMedia|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_tiktok|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_Collab|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1UNfWxH6tebTPCp,37.9208,-122.0182,anonymous,EN,0.899999976,Yes,Male,,1980,White,Not Hispanic or Latino,Bachelor’s degree,Other,"$75,000-$99,999",California,Urban,,Somewhat Liberal,Democrat,Democratic candidate,1.213,33.073,36.69,8,Telecommunications ,Videographer editor,Good,Excellent,,,Natural brilliance,Poor,Poor,5.62,89.567,89.591,12,,,Support,"Republicans, by a lot","1
2300",Yes,5.354,39.446,40.598,7,To a great extent,To a great extent,To a great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,14.732,84.55,84.569,24,Distrust,Unlikely,Very Unlikely,Uncertain/Undecided,Very Unlikely,Unlikely,Very Unlikely,1.788,59.978,60.73,9,Yes,Moderate,I'd definitely say no.,Neither Agree nor Disagree,12.399,19.934,23.751,6,Human assisted by AI,3.951,36.737,41.889,14,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms|Evaluating a student's academic performance,6819a1fa-1a66-6d55-8326-dc5b921b7c71,45,1,7,1,1,6,1,4,93101,,,Group13_AITrust|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5ZKuI6c1StN7vcb,39.7764,-86.1077,anonymous,EN,1,Yes,Female,,1972,White,Not Hispanic or Latino,"Some college, but no degree",Student,"$25,000-$49,999",Indiana,Urban,,Somewhat Liberal,Democrat,Democratic candidate,2.583,70.792,71.773,9,Criminal Justice ,Student ,Good,Excellent,,"External help (tutors, parents)",,Good,Excellent,12.001,47.632,48.268,7,Support,,,"Republicans, by a lot",500000,No,15.859,36.03,36.771,8,To a very great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,12.596,68.1,69.175,17,Can't say,Unlikely,Very Unlikely,Very Unlikely,Uncertain/Undecided,Very Unlikely,Very Unlikely,2.802,32.2,35.5,15,Yes,Healthy,I'd definitely say no.,Agree,24.602,25.787,26.659,2,Human assisted by AI,20.04,85.618,87.018,14,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit|Trust of social media platforms,6819a1e8-8fbb-2fa8-3433-85c794c2cd3d,52,2,1,1,1,4,1,2,46544,,,Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group5_MistrustSocialMedia|Group1_CampaignFinance|Group7_JunkfoodAds|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_instagram|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7FS1rKgePDMenNC,41.4425,-82.7011,anonymous,EN,0.899999976,Yes,Female,,1955,White,Not Hispanic or Latino,High school diploma or GED,Retired,"$50,000-$74,999",Ohio,Suburban,,Somewhat Liberal,Lean Democrat,Democratic candidate,1.91,32.505,44.629,3,retired,retired,Excellent,Excellent,,,Natural brilliance,Good,Average,13.315,40.551,42.108,4,,Support,,"Republicans, by a lot",1000,No,33.209,46.745,48.085,4,To a very great extent,To a great extent,To a very great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,36.973,63.324,65.216,7,Can't say,Can't say,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,3.996,18.966,34.403,4,Yes,Moderate,I'd probably say yes.,Disagree,39.351,39.351,42.026,1,Human assisted by AI,8.079,46.867,48.987,6,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Trust of social media platforms|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819a152-6eff-d6df-a455-3a5c18828021,70,2,8,1,1,2,6,2,44870,,,Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance|Group13_AITrust|Group7_JunkfoodAds|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_Collab|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7FfVT1wnVLhT77B,35.0502,-80.9908,anonymous,EN,0.699999988,Yes,Male,,1962,White,Not Hispanic or Latino,Associates or technical degree,Retired,"$25,000-$49,999",North Carolina,Suburban,,Somewhat Conservative,Strong Republican,Republican candidate,12.397,72.784,73.719,11,Airlines,Retired,Good,Excellent,Natural brilliance,,,Excellent,Good,13.526,79.935,81.482,9,,Support,,"Democrats, by a lot",250000,No,7.709,44.287,46.305,8,To a very small extent,To a moderate extent,To a very small extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,2.273,74.741,75,19,Can't say,Can't say,Unlikely,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,41.928,70.701,71.646,10,Yes,Moderate,I'd politely pass.,Agree,1.686,46.901,48.545,9,Collaboration between AI and Human (50-50),12.837,103.554,104.17,20,Neutral,Agree,Agree,Neutral,Neutral,Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms,6819a17b-17d8-c362-1688-e67c9bb7a84e,63,1,5,1,1,5,5,3,28560,,,Group13_AITrust|Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group7_JunkfoodAds|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_Collab|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3q2tgXAWiCCssz9,35.3407,-119.0596,anonymous,EN,0.899999976,Yes,Male,,1981,White,Not Hispanic or Latino,"Some college, but no degree",Working full-time,"$100,000-$149,999",California,Suburban,,Somewhat Conservative,Lean Republican,Republican candidate,5.409,53.71,54.638,5,Design,Design,Excellent,Excellent,Natural brilliance,,,Good,Good,39.47,121.985,123.555,4,,Somewhat support,,Both parties receive similar amounts,1000,No,71.032,146.096,147.301,5,To a small extent,To a small extent,Not at all,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,29.158,89.873,94.845,7,Can't say,Very Unlikely,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Very Likely,Very Likely,12.939,34.307,36.131,5,Yes,Moderate,I'd grab it instantly!,Strongly Agree,46.272,46.272,115.179,1,AI alone,100.015,188.249,189.83,7,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms,6819a05d-4454-72fc-9b20-4b4bee09d7fb,44,1,19,1,1,4,2,4,93268,,,Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance|Group3_ImmigrantsOrigins|Group13_AITrust|Group5_MistrustSocialMedia|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
